发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141023220834,关,关,关,29°C,0%,48,0分钟,50°C
20141023220836,关,关,关,29°C,0%,52,0分钟,50°C
20141023220838,关,关,关,29°C,0%,53,0分钟,50°C
20141023220840,关,关,关,29°C,0%,52,0分钟,50°C
20141023220842,关,关,关,29°C,0%,51,0分钟,50°C
20141023220846,关,关,关,29°C,0%,53,0分钟,50°C
20141023220854,关,关,关,29°C,0%,52,0分钟,50°C
20141023220900,关,关,关,29°C,0%,53,0分钟,50°C
20141023220908,关,关,关,29°C,0%,52,0分钟,50°C
20141023220910,关,关,关,29°C,0%,12,0分钟,50°C
20141024064312,关,关,关,29°C,0%,8,0分钟,50°C
20141024065128,关,关,关,29°C,0%,10,0分钟,50°C
20141024070301,关,关,关,29°C,0%,8,0分钟,50°C
20141024211104,开,开,关,28°C,0%,0,29分钟,50°C
20141024211150,开,开,关,29°C,0%,0,29分钟,50°C
20141024211229,开,开,关,29°C,0%,0,28分钟,50°C
20141024211251,开,开,关,30°C,0%,0,28分钟,50°C
20141024211311,开,开,关,30°C,0%,0,27分钟,50°C
20141024211408,开,开,关,31°C,0%,0,26分钟,50°C
20141024211412,开,开,关,31°C,0%,0,25分钟,50°C
20141024211444,开,开,关,32°C,0%,0,25分钟,50°C
20141024211500,开,开,关,32°C,0%,0,24分钟,50°C
20141024211506,开,开,关,33°C,0%,0,24分钟,50°C
20141024211512,开,开,关,32°C,0%,0,25分钟,50°C
20141024211518,开,开,关,33°C,0%,0,24分钟,50°C
20141024211555,开,开,关,33°C,0%,0,23分钟,50°C
20141024211637,开,开,关,34°C,0%,0,22分钟,50°C
20141024211730,开,开,关,34°C,0%,0,21分钟,50°C
20141024211820,开,开,关,35°C,0%,0,20分钟,50°C
20141024211857,开,开,关,36°C,0%,0,19分钟,50°C
20141024211923,开,开,关,37°C,0%,0,18分钟,50°C
20141024212015,开,开,关,37°C,0%,0,17分钟,50°C
20141024212017,开,开,关,38°C,0%,0,17分钟,50°C
20141024212058,开,开,关,38°C,0%,0,16分钟,50°C
20141024212134,开,开,关,39°C,0%,0,15分钟,50°C
20141024212223,开,开,关,39°C,0%,0,14分钟,50°C
20141024212235,开,开,关,40°C,0%,0,14分钟,50°C
20141024212305,开,开,关,40°C,0%,0,13分钟,50°C
20141024212351,开,开,关,41°C,0%,0,12分钟,50°C
20141024212412,开,开,关,41°C,0%,0,11分钟,50°C
20141024212434,开,开,关,42°C,0%,0,11分钟,50°C
20141024212524,开,开,关,42°C,0%,0,10分钟,50°C
20141024212613,开,开,关,43°C,0%,0,9分钟,50°C
20141024212621,开,开,关,44°C,25%,0,8分钟,50°C
20141024212625,开,开,关,43°C,25%,0,9分钟,50°C
20141024212657,开,开,关,44°C,25%,0,8分钟,50°C
20141024212725,开,开,关,44°C,25%,0,7分钟,50°C
20141024212732,开,开,关,45°C,25%,0,7分钟,50°C
20141024212826,开,开,关,45°C,25%,0,6分钟,50°C
20141024212909,开,开,关,46°C,25%,0,5分钟,50°C
20141024212939,开,开,关,46°C,25%,0,4分钟,50°C
20141024212955,开,开,关,47°C,25%,0,4分钟,50°C
20141024213052,开,开,关,47°C,25%,0,3分钟,50°C
20141024213140,开,开,关,48°C,25%,0,2分钟,50°C
20141024213206,开,开,关,49°C,25%,0,1分钟,50°C
20141024213228,开,开,关,49°C,25%,0,0分钟,50°C
20141024213230,开,关,开,50°C,100%,0,0分钟,50°C
20141024214027,开,关,开,50°C,50%,0,0分钟,50°C
20141024214144,关,关,关,50°C,50%,60,0分钟,50°C
20141024214146,关,关,关,50°C,50%,61,0分钟,50°C
20141024214148,关,关,关,50°C,50%,62,0分钟,50°C
20141024214150,关,关,关,50°C,50%,61,0分钟,50°C
20141024214202,关,关,关,50°C,50%,62,0分钟,50°C
20141024214206,关,关,关,50°C,50%,63,0分钟,50°C
20141024214208,关,关,关,50°C,50%,62,0分钟,50°C
20141024214210,关,关,关,50°C,50%,42,0分钟,50°C
20141024214317,关,关,关,50°C,50%,26,0分钟,50°C
20141024214319,关,关,关,50°C,50%,51,0分钟,50°C
20141024214323,关,关,关,50°C,50%,50,0分钟,50°C
20141024214325,关,关,关,50°C,50%,51,0分钟,50°C
20141024214327,关,关,关,50°C,50%,50,0分钟,50°C
20141024214329,关,关,关,50°C,50%,15,0分钟,50°C
20141024214337,关,关,关,50°C,50%,35,0分钟,50°C
20141024214339,关,关,关,50°C,50%,36,0分钟,50°C
20141024214341,关,关,关,50°C,50%,35,0分钟,50°C
20141024214343,关,关,关,50°C,50%,36,0分钟,50°C
20141024214347,关,关,关,50°C,50%,35,0分钟,50°C
20141024214349,关,关,关,50°C,50%,32,0分钟,50°C
20141024214353,关,关,关,50°C,50%,27,0分钟,50°C
20141024214357,关,关,关,50°C,50%,28,0分钟,50°C
20141024214359,关,关,关,50°C,50%,27,0分钟,50°C
20141024214405,关,关,关,50°C,50%,28,0分钟,50°C
20141024214407,关,关,关,50°C,50%,30,0分钟,50°C
20141024214421,关,关,关,50°C,50%,28,0分钟,50°C
20141024214423,关,关,关,50°C,50%,30,0分钟,50°C
20141024214431,关,关,关,50°C,50%,28,0分钟,50°C
20141024214436,关,关,关,50°C,50%,30,0分钟,50°C
20141024214444,关,关,关,50°C,50%,28,0分钟,50°C
20141024214448,关,关,关,50°C,50%,30,0分钟,50°C
20141024214452,关,关,关,50°C,50%,28,0分钟,50°C
20141024214454,关,关,关,50°C,50%,30,0分钟,50°C
20141024214458,关,关,关,50°C,50%,28,0分钟,50°C
20141024214509,关,关,关,50°C,50%,28,0分钟,50°C
20141024214510,关,关,关,50°C,50%,30,0分钟,50°C
20141024214512,关,关,关,50°C,50%,28,0分钟,50°C
20141024214514,关,关,关,50°C,50%,30,0分钟,50°C
20141024214532,关,关,关,50°C,50%,28,0分钟,50°C
20141024214534,关,关,关,50°C,50%,30,0分钟,50°C
20141024214540,关,关,关,50°C,50%,28,0分钟,50°C
20141024214542,关,关,关,50°C,50%,30,0分钟,50°C
20141024214548,关,关,关,50°C,50%,28,0分钟,50°C
20141024214554,关,关,关,50°C,50%,26,0分钟,50°C
20141024214600,关,关,关,50°C,50%,27,0分钟,50°C
20141024214604,关,关,关,50°C,50%,26,0分钟,50°C
20141024214616,关,关,关,50°C,50%,27,0分钟,50°C
20141024214625,关,关,关,50°C,50%,26,0分钟,50°C
20141024214629,关,关,关,50°C,50%,27,0分钟,50°C
20141024214631,关,关,关,50°C,50%,26,0分钟,50°C
20141024214637,关,关,关,50°C,50%,27,0分钟,50°C
20141024214643,关,关,关,50°C,50%,26,0分钟,50°C
20141024214647,关,关,关,50°C,50%,27,0分钟,50°C
20141024214651,关,关,关,50°C,50%,26,0分钟,50°C
20141024214657,关,关,关,50°C,50%,27,0分钟,50°C
20141024214659,关,关,关,50°C,50%,26,0分钟,50°C
20141024214705,关,关,关,50°C,50%,27,0分钟,50°C
20141024214707,关,关,关,50°C,50%,26,0分钟,50°C
20141024214709,关,关,关,50°C,50%,27,0分钟,50°C
20141024214730,关,关,关,50°C,50%,27,0分钟,50°C
20141024214739,关,关,关,50°C,50%,26,0分钟,50°C
20141024214743,关,关,关,50°C,50%,27,0分钟,50°C
20141024214749,关,关,关,50°C,50%,26,0分钟,50°C
20141024214751,关,关,关,49°C,50%,26,0分钟,50°C
20141024214755,关,关,关,49°C,50%,27,0分钟,50°C
20141024214757,关,关,关,49°C,50%,26,0分钟,50°C
20141024214759,关,关,关,49°C,50%,20,0分钟,50°C
20141024215516,关,关,关,48°C,50%,15,0分钟,50°C
20141024215518,关,关,关,48°C,50%,48,0分钟,50°C
20141024215522,关,关,关,47°C,50%,51,0分钟,50°C
20141024215532,关,关,关,47°C,50%,31,0分钟,50°C
20141024215534,关,关,关,47°C,50%,30,0分钟,50°C
20141024215538,关,关,关,47°C,50%,31,0分钟,50°C
20141024215542,关,关,关,47°C,50%,32,0分钟,50°C
20141024215552,关,关,关,47°C,50%,31,0分钟,50°C
20141024215554,关,关,关,47°C,50%,32,0分钟,50°C
20141024215556,关,关,关,47°C,50%,30,0分钟,50°C
20141024215558,关,关,关,47°C,50%,31,0分钟,50°C
20141024215600,关,关,关,47°C,50%,32,0分钟,50°C
20141024215606,关,关,关,47°C,50%,31,0分钟,50°C
20141024215612,关,关,关,47°C,50%,30,0分钟,50°C
20141024215616,关,关,关,47°C,50%,31,0分钟,50°C
20141024215620,关,关,关,47°C,50%,32,0分钟,50°C
20141024215622,关,关,关,47°C,50%,31,0分钟,50°C
20141024215628,关,关,关,47°C,50%,32,0分钟,50°C
20141024215630,关,关,关,47°C,50%,31,0分钟,50°C
20141024215636,关,关,关,47°C,50%,32,0分钟,50°C
20141024215638,关,关,关,46°C,50%,32,0分钟,50°C
20141024215641,关,关,关,46°C,50%,31,0分钟,50°C
20141024215645,关,关,关,46°C,50%,32,0分钟,50°C
20141024215647,关,关,关,46°C,50%,31,0分钟,50°C
20141024215654,关,关,关,46°C,50%,32,0分钟,50°C
20141024215655,关,关,关,46°C,50%,31,0分钟,50°C
20141024215659,关,关,关,46°C,50%,32,0分钟,50°C
20141024215701,关,关,关,46°C,50%,31,0分钟,50°C
20141024215705,关,关,关,46°C,50%,32,0分钟,50°C
20141024215707,关,关,关,46°C,50%,31,0分钟,50°C
20141024215709,关,关,关,45°C,50%,31,0分钟,50°C
20141024215713,关,关,关,45°C,50%,32,0分钟,50°C
20141024215719,关,关,关,45°C,50%,31,0分钟,50°C
20141024215723,关,关,关,45°C,50%,32,0分钟,50°C
20141024215725,关,关,关,45°C,50%,27,0分钟,50°C
20141024215727,关,关,关,45°C,50%,28,0分钟,50°C
20141024215729,关,关,关,45°C,50%,30,0分钟,50°C
20141024215731,关,关,关,45°C,50%,28,0分钟,50°C
20141024215733,关,关,关,44°C,50%,28,0分钟,50°C
20141024215737,关,关,关,44°C,50%,23,0分钟,50°C
20141024215739,关,关,关,44°C,50%,30,0分钟,50°C
20141024215747,关,关,关,44°C,50%,27,0分钟,50°C
20141024215749,关,关,关,44°C,50%,28,0分钟,50°C
20141024215753,关,关,关,44°C,50%,27,0分钟,50°C
20141024215755,关,关,关,44°C,50%,30,0分钟,50°C
20141024215757,关,关,关,43°C,25%,32,0分钟,50°C
20141024215759,关,关,关,43°C,25%,31,0分钟,50°C
20141024215803,关,关,关,43°C,25%,32,0分钟,50°C
20141024215805,关,关,关,43°C,25%,31,0分钟,50°C
20141024215807,关,关,关,43°C,25%,32,0分钟,50°C
20141024215809,关,关,关,42°C,25%,32,0分钟,50°C
20141024215818,关,关,关,42°C,25%,31,0分钟,50°C
20141024215819,关,关,关,42°C,25%,32,0分钟,50°C
20141024215824,关,关,关,42°C,25%,31,0分钟,50°C
20141024215825,关,关,关,42°C,25%,32,0分钟,50°C
20141024215828,关,关,关,42°C,25%,31,0分钟,50°C
20141024215829,关,关,关,42°C,25%,32,0分钟,50°C
20141024215832,关,关,关,42°C,25%,31,0分钟,50°C
20141024215838,关,关,关,41°C,25%,31,0分钟,50°C
20141024215840,关,关,关,41°C,25%,35,0分钟,50°C
20141024215850,关,关,关,41°C,25%,33,0分钟,50°C
20141024215852,关,关,关,40°C,25%,33,0分钟,50°C
20141024215854,关,关,关,40°C,25%,32,0分钟,50°C
20141024215856,关,关,关,40°C,25%,35,0分钟,50°C
20141024215906,关,关,关,40°C,25%,33,0分钟,50°C
20141024215908,关,关,关,40°C,25%,35,0分钟,50°C
20141024215920,关,关,关,39°C,25%,33,0分钟,50°C
20141024215926,关,关,关,39°C,25%,33,0分钟,50°C
20141024215928,关,关,关,38°C,25%,33,0分钟,50°C
20141024215930,关,关,关,38°C,25%,35,0分钟,50°C
20141024215934,关,关,关,38°C,25%,33,0分钟,50°C
20141024215936,关,关,关,38°C,25%,35,0分钟,50°C
20141024215938,关,关,关,38°C,25%,33,0分钟,50°C
20141024215944,关,关,关,37°C,25%,33,0分钟,50°C
20141024215946,关,关,关,37°C,25%,35,0分钟,50°C
20141024215950,关,关,关,37°C,25%,33,0分钟,50°C
20141024215952,关,关,关,37°C,25%,31,0分钟,50°C
20141024220206,关,关,关,34°C,25%,26,0分钟,50°C
20141024220208,关,关,关,34°C,25%,25,0分钟,50°C
20141024220210,关,关,关,34°C,25%,26,0分钟,50°C
20141024220220,关,关,关,34°C,25%,27,0分钟,50°C
20141024220222,关,关,关,34°C,25%,26,0分钟,50°C
20141024220226,关,关,关,34°C,25%,27,0分钟,50°C
20141024220228,关,关,关,34°C,25%,33,0分钟,50°C
20141024220244,关,关,关,34°C,25%,32,0分钟,50°C
20141024220246,关,关,关,34°C,25%,31,0分钟,50°C
20141024220250,关,关,关,34°C,25%,32,0分钟,50°C
20141024220252,关,关,关,34°C,25%,31,0分钟,50°C
20141024220258,关,关,关,33°C,25%,32,0分钟,50°C
20141024220312,关,关,关,33°C,25%,31,0分钟,50°C
20141024220314,关,关,关,33°C,25%,32,0分钟,50°C
20141024220322,关,关,关,33°C,25%,31,0分钟,50°C
20141024220324,关,关,关,33°C,25%,32,0分钟,50°C
20141024220326,关,关,关,33°C,25%,31,0分钟,50°C
20141024220328,关,关,关,33°C,25%,32,0分钟,50°C
20141024220330,关,关,关,33°C,25%,31,0分钟,50°C
20141024220334,关,关,关,33°C,25%,32,0分钟,50°C
20141024220339,关,关,关,32°C,25%,31,0分钟,50°C
20141024220340,关,关,关,32°C,25%,32,0分钟,50°C
20141024220345,关,关,关,32°C,25%,31,0分钟,50°C
20141024220347,关,关,关,32°C,25%,32,0分钟,50°C
20141024220356,关,关,关,32°C,25%,31,0分钟,50°C
20141024220357,关,关,关,32°C,25%,32,0分钟,50°C
20141024220403,关,关,关,32°C,25%,26,0分钟,50°C
20141024220405,关,关,关,32°C,25%,27,0分钟,50°C
20141024220407,关,关,关,32°C,25%,26,0分钟,50°C
20141024220409,关,关,关,32°C,25%,27,0分钟,50°C
20141024220411,关,关,关,32°C,25%,26,0分钟,50°C
20141024220413,关,关,关,31°C,25%,33,0分钟,50°C
20141024220415,关,关,关,31°C,25%,31,0分钟,50°C
20141024220417,关,关,关,31°C,25%,32,0分钟,50°C
20141024220419,关,关,关,31°C,25%,30,0分钟,50°C
20141024220427,关,关,关,31°C,25%,32,0分钟,50°C
20141024220429,关,关,关,31°C,25%,47,0分钟,50°C
20141024220431,关,关,关,31°C,25%,50,0分钟,50°C
20141024220433,关,关,关,31°C,25%,51,0分钟,50°C
20141024220435,关,关,关,31°C,25%,50,0分钟,50°C
20141024220437,关,关,关,31°C,25%,62,0分钟,50°C
20141024220439,关,关,关,31°C,25%,65,0分钟,50°C
20141024220441,关,关,关,31°C,25%,66,0分钟,50°C
20141024220445,关,关,关,31°C,25%,60,0分钟,50°C
20141024220447,关,关,关,31°C,25%,58,0分钟,50°C
20141024220449,关,关,关,31°C,25%,57,0分钟,50°C
20141024220451,关,关,关,31°C,25%,55,0分钟,50°C
20141024220453,关,关,关,31°C,25%,56,0分钟,50°C
20141024220455,关,关,关,31°C,25%,55,0分钟,50°C
20141024220459,关,关,关,31°C,25%,56,0分钟,50°C
20141024220501,关,关,关,30°C,0%,55,0分钟,50°C
20141024220505,关,关,关,30°C,0%,56,0分钟,50°C
20141024220507,关,关,关,30°C,0%,53,0分钟,50°C
20141024220509,关,关,关,30°C,0%,50,0分钟,50°C
20141024220519,关,关,关,30°C,0%,51,0分钟,50°C
20141024220521,关,关,关,30°C,0%,50,0分钟,50°C
20141024220523,关,关,关,30°C,0%,43,0分钟,50°C
20141024220529,关,关,关,30°C,0%,45,0分钟,50°C
20141024220536,关,关,关,30°C,0%,46,0分钟,50°C
20141024220538,关,关,关,29°C,0%,46,0分钟,50°C
20141024220540,关,关,关,29°C,0%,45,0分钟,50°C
20141024220542,关,关,关,29°C,0%,46,0分钟,50°C
20141024220544,关,关,关,29°C,0%,45,0分钟,50°C
20141024220546,关,关,关,29°C,0%,47,0分钟,50°C
20141024220548,关,关,关,29°C,0%,45,0分钟,50°C
20141024220550,关,关,关,29°C,0%,46,0分钟,50°C
20141024220552,关,关,关,29°C,0%,51,0分钟,50°C
20141024221926,关,关,关,29°C,0%,46,0分钟,50°C
20141024221928,关,关,关,29°C,0%,48,0分钟,50°C
20141024221930,关,关,关,29°C,0%,50,0分钟,50°C
20141024221932,关,关,关,29°C,0%,51,0分钟,50°C
20141024221934,关,关,关,29°C,0%,42,0分钟,50°C
20141024221936,关,关,关,29°C,0%,37,0分钟,50°C
20141024221942,关,关,关,29°C,0%,38,0分钟,50°C
20141024221946,关,关,关,29°C,0%,37,0分钟,50°C
20141024222006,关,关,关,29°C,0%,38,0分钟,50°C
20141024222023,关,关,关,29°C,0%,40,0分钟,50°C
20141024222024,关,关,关,29°C,0%,38,0分钟,50°C
20141024222026,关,关,关,29°C,0%,40,0分钟,50°C
20141024222030,关,关,关,29°C,0%,38,0分钟,50°C
20141024222034,关,关,关,29°C,0%,40,0分钟,50°C
20141024222036,关,关,关,29°C,0%,38,0分钟,50°C
20141024222038,关,关,关,29°C,0%,40,0分钟,50°C
20141024222048,关,关,关,29°C,0%,38,0分钟,50°C
20141024222054,关,关,关,29°C,0%,40,0分钟,50°C
20141024222058,关,关,关,29°C,0%,38,0分钟,50°C
20141024222100,关,关,关,29°C,0%,40,0分钟,50°C
20141024222105,关,关,关,29°C,0%,38,0分钟,50°C
20141024222109,关,关,关,29°C,0%,40,0分钟,50°C
20141024222115,关,关,关,29°C,0%,38,0分钟,50°C
20141024222117,关,关,关,29°C,0%,40,0分钟,50°C
20141024222121,关,关,关,28°C,0%,40,0分钟,50°C
20141024222125,关,关,关,28°C,0%,38,0分钟,50°C
20141024222137,关,关,关,28°C,0%,40,0分钟,50°C
20141024222139,关,关,关,28°C,0%,38,0分钟,50°C
20141024222141,关,关,关,28°C,0%,40,0分钟,50°C
20141024222145,关,关,关,28°C,0%,38,0分钟,50°C
20141024222147,关,关,关,28°C,0%,40,0分钟,50°C
20141024222149,关,关,关,28°C,0%,38,0分钟,50°C
20141024222151,关,关,关,28°C,0%,40,0分钟,50°C
20141024222155,关,关,关,28°C,0%,38,0分钟,50°C
20141024222157,关,关,关,28°C,0%,40,0分钟,50°C
20141024222213,关,关,关,28°C,0%,38,0分钟,50°C
20141024224740,开,开,关,28°C,0%,0,31分钟,50°C
20141025130408,关,关,关,28°C,0%,10,0分钟,50°C
20141025153306,开,开,关,28°C,0%,0,31分钟,50°C
20141025153352,开,开,关,29°C,0%,0,29分钟,50°C
20141025153413,开,开,关,29°C,0%,0,28分钟,50°C
20141025153435,开,开,关,30°C,0%,0,28分钟,50°C
20141025153501,开,开,关,30°C,0%,0,27分钟,50°C
20141025153558,开,开,关,31°C,0%,0,26分钟,50°C
20141025153620,开,开,关,31°C,0%,0,25分钟,50°C
20141025153652,开,开,关,32°C,0%,0,25分钟,50°C
20141025153715,开,开,关,32°C,0%,0,24分钟,50°C
20141025153720,开,开,关,33°C,0%,0,24分钟,50°C
20141025153803,开,开,关,33°C,0%,0,23分钟,50°C
20141025153845,开,开,关,34°C,0%,0,22分钟,50°C
20141025153916,开,开,关,34°C,0%,0,21分钟,50°C
20141025153926,开,开,关,35°C,0%,0,21分钟,50°C
20141025154457,开,开,关,36°C,0%,0,18分钟,50°C
20141025154501,开,开,关,36°C,0%,0,17分钟,50°C
20141025154503,开,开,关,36°C,0%,28,18分钟,50°C
20141025154505,开,开,关,36°C,0%,48,18分钟,50°C
20141025154511,开,开,关,37°C,0%,48,18分钟,50°C
20141025154515,开,开,关,37°C,0%,50,18分钟,50°C
20141025154519,开,开,关,37°C,0%,48,18分钟,50°C
20141025154527,开,开,关,37°C,0%,50,18分钟,50°C
20141025154531,开,开,关,37°C,0%,50,17分钟,50°C
20141025154535,开,开,关,37°C,0%,51,17分钟,50°C
20141025154537,开,开,关,37°C,0%,50,17分钟,50°C
20141025154542,开,开,关,37°C,0%,51,17分钟,50°C
20141025154545,开,开,关,37°C,0%,50,17分钟,50°C
20141025154549,开,开,关,37°C,0%,51,17分钟,50°C
20141025154551,开,开,关,37°C,0%,50,17分钟,50°C
20141025154553,开,开,关,37°C,0%,51,17分钟,50°C
20141025154555,开,开,关,37°C,0%,50,17分钟,50°C
20141025154559,开,开,关,37°C,0%,51,17分钟,50°C
20141025154605,开,开,关,37°C,0%,50,17分钟,50°C
20141025154609,开,开,关,37°C,0%,51,17分钟,50°C
20141025154615,开,开,关,37°C,0%,50,17分钟,50°C
20141025154617,开,开,关,37°C,0%,51,17分钟,50°C
20141025154620,开,开,关,37°C,0%,50,17分钟,50°C
20141025154624,开,开,关,37°C,0%,51,17分钟,50°C
20141025154628,开,开,关,37°C,0%,47,17分钟,50°C
20141025154630,开,开,关,37°C,0%,42,16分钟,50°C
20141025154634,开,开,关,37°C,0%,36,16分钟,50°C
20141025154644,开,开,关,37°C,0%,35,16分钟,50°C
20141025154646,开,开,关,37°C,0%,36,16分钟,50°C
20141025154654,开,开,关,37°C,0%,35,16分钟,50°C
20141025154658,开,开,关,37°C,0%,36,16分钟,50°C
20141025154702,开,开,关,37°C,0%,35,16分钟,50°C
20141025154704,开,开,关,37°C,0%,36,16分钟,50°C
20141025154714,开,开,关,37°C,0%,35,16分钟,50°C
20141025154718,开,开,关,37°C,0%,36,16分钟,50°C
20141025154722,开,开,关,37°C,0%,35,16分钟,50°C
20141025154724,开,开,关,37°C,0%,36,16分钟,50°C
20141025154728,开,开,关,37°C,0%,35,16分钟,50°C
20141025154734,开,开,关,37°C,0%,36,15分钟,50°C
20141025154738,开,开,关,37°C,0%,35,15分钟,50°C
20141025154740,开,开,关,37°C,0%,36,15分钟,50°C
20141025154742,开,开,关,37°C,0%,30,15分钟,50°C
20141025154744,开,开,关,37°C,0%,31,15分钟,50°C
20141025154750,开,开,关,37°C,0%,32,15分钟,50°C
20141025154756,开,开,关,37°C,0%,37,15分钟,50°C
20141025154758,开,开,关,37°C,0%,36,15分钟,50°C
20141025154801,开,开,关,37°C,0%,30,15分钟,50°C
20141025154803,开,开,关,37°C,0%,31,15分钟,50°C
20141025154804,开,开,关,37°C,0%,37,15分钟,50°C
20141025154807,开,开,关,37°C,0%,36,15分钟,50°C
20141025154811,开,开,关,37°C,0%,37,15分钟,50°C
20141025154815,开,开,关,37°C,0%,36,15分钟,50°C
20141025154819,开,开,关,37°C,0%,37,15分钟,50°C
